Type,Rooms,Size,Location,Zip code,Price,Region,Bedrooms,Bathrooms,Equipped kitchen,Terrace/Balcony,Parking space,Ground,Garage,Pool,Cellar,Construction date,Construction materials,Website
Appartement,3 pièces,64,Le Cannet- Mairie - Centre-ville,06110,339 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-le-cannet-06110-7460-050968-463/
Appartement,2 pièces,47,Nice- Sainte-Marguerite,06200,278 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06200-1450-050177-487/
Appartement,3 pièces,62,Nice- Le Ray,06100,282 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06100-1451-050177-873/
Appartement,3 pièces,70,Saint-Laurent-du-Var- Jacquons - Plateaux Fleuris,06700,279 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-laurent-du-var-06700-1455-050177-374/
Appartement,4 pièces,100,Sanary-sur-Mer- La Poussarague,83110,1 380 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-sanary-sur-mer-83110-36065-045009-034/
Appartement,2 pièces,84,Cannes- Californie Pezou,06400,360 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-cannes-06400-3626-050158-939/
Appartement,2 pièces,50,Le Castellet,83330,265 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-le-castellet-83330-1500-045065-067/
Maison,4 pièces,104,Saint-Martin-de-Crau,13310,340 000,provence-alpes-cote-d-azur,3,1,No,No,0,247,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-martin-de-crau-13310-6069-018954-146/
Maison,4 pièces,120,La Seyne-sur-Mer- Sud,83500,543 000,provence-alpes-cote-d-azur,3,1,No,No,0,1940,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-la-seyne-sur-mer-83500-1709-045001-954/
Appartement,4 pièces,77,Nice- Mont-Boron,06300,479 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-nice-06300-1491-050177-226/
Maison,5 pièces,125,Eygliers,05600,486 700,provence-alpes-cote-d-azur,3,1,No,No,0,800,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-eygliers-05600-102-018113-159/
Appartement,3 pièces,64,Nice- Lanterne,06200,414 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06200-567-050194-348/
Appartement,4 pièces,81,Nice- Caucade,06200,299 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-nice-06200-609-050194-770/
Appartement,3 pièces,82,Nice- Saint-Philippe - Estienne d'Orves,06000,460 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06000-608-050194-452/
Appartement,3 pièces,78,Nice- Fabron,06200,493 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06200-569-050194-974/
Appartement,4 pièces,87,Marseille 1- Belsunce,13001,258 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-marseille-1-13001-4092-018975-836/
Maison,2 pièces,250,Carqueiranne,83320,790 000,provence-alpes-cote-d-azur,2,,No,No,0,337,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t2-carqueiranne-83320-702-045069-347/
Appartement,3 pièces,73,Nice- Pasteur,06300,195 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06300-6383-050116-584/
Maison,5 pièces,101,Châteauneuf-de-Gadagne,84470,199 000,provence-alpes-cote-d-azur,4,,No,No,0,101,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-chateauneuf-de-gadagne-84470-462-018108-132/
Maison,9 pièces,200,Sisteron,04200,395 000,provence-alpes-cote-d-azur,6,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t9-sisteron-04200-1400-018048-233/
Appartement,3 pièces,63,Toulon- Le Mourillon - La Mitre - Fort Lamalgue,83000,319 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-toulon-83000-4129-045971-710/
Appartement,2 pièces,62,Cagnes-sur-Mer- Pinède - Lautin,06800,378 000,provence-alpes-cote-d-azur,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-cagnes-sur-mer-06800-726-050197-848/
Appartement,3 pièces,56,Carqueiranne,83320,315 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-carqueiranne-83320-730-045069-485/
Appartement,4 pièces,92,Roquefort-les-Pins,06330,490 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-roquefort-les-pins-06330-725-050197-784/
Appartement,4 pièces,95,Marseille 6- Vauban,13006,430 000,provence-alpes-cote-d-azur,3,2,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-marseille-6-13006-4c245cbc-65d6-427d-9142-2a00fcccdf26/
Appartement,2 pièces,48,Saint-Laurent-du-Var- Jacquons - Plateaux Fleuris,06700,270 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-saint-laurent-du-var-06700-6404-050116-391/
Maison,3 pièces,86,Marseille 12- Les Trois Lucs,13012,399 000,provence-alpes-cote-d-azur,2,1,No,No,0,100,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-marseille-12-13012-796-018094-349/
Appartement,2 pièces,40,Cannes- Croix des Gardes,06400,296 800,provence-alpes-cote-d-azur,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-cannes-06400-277-050223-122/
Appartement,2 pièces,43,Cannes- Suquet,06400,430 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-cannes-06400-e0962904-de11-447b-93b6-7fd826faa351/
Maison,5 pièces,94,Toulon- Les Routes,83200,389 000,provence-alpes-cote-d-azur,3,,No,No,0,455,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-toulon-83200-5328-045964-766/
Appartement,3 pièces,48,Marseille 10- Saint-Tronc,13010,119 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-marseille-10-13010-2544-018090-715/
Maison,4 pièces,100,Fayence,83440,385 000,provence-alpes-cote-d-azur,3,1,No,No,0,1466,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-fayence-83440-7631-050965-883/
Maison,4 pièces,169,Montauroux,83440,729 000,provence-alpes-cote-d-azur,3,1,No,No,0,3500,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-montauroux-83440-7941-050965-611/
Appartement,3 pièces,90,Roquebrune-Cap-Martin- Carnolès - Gare - Cap Azur,06190,673 400,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-roquebrune-cap-martin-06190-1710-050219-561/
Appartement,3 pièces,62,Fréjus- Valescure,83600,349 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-frejus-83600-2200-050147-028/
Maison,4 pièces,93,La Gaude,06700,525 000,provence-alpes-cote-d-azur,3,1,No,No,0,420,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-la-gaude-06700-1487-050177-097/
Appartement,3 pièces,56,Cannes- Centre-ville,06400,465 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-cannes-06400-993-050207-497/
Maison,3 pièces,117,Mandelieu-la-Napoule- Minelle,06210,1 280 000,provence-alpes-cote-d-azur,3,,No,No,0,223,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-mandelieu-la-napoule-06210-7934-050202-899/
Appartement,2 pièces,52,Nice- Mont-Boron,06300,320 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06300-938-050150-975/
Appartement,3 pièces,82,La Seyne-sur-Mer- Est,83500,235 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-la-seyne-sur-mer-83500-36063-045944-929/
Appartement,3 pièces,80,Toulon- Pont du Las,83000,80 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-toulon-83000-5264-045964-699/
Maison,3 pièces,65,Conségudes,06510,64 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-consegudes-06510-1472-050177-820/
Appartement,4 pièces,84,Saint-Laurent-du-Var- Tzanck,06700,410 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-saint-laurent-du-var-06700-1470-050177-653/
Appartement,2 pièces,50,Marseille 9- Michelet,13009,175 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-marseille-9-13009-518-018112-433/
Appartement,3 pièces,88,Nice- Lanterne,06200,599 000,provence-alpes-cote-d-azur,2,2,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06200-614-050194-135/
Appartement,3 pièces,84,Avignon- Préfecture,84000,139 500,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-avignon-84000-1793-018095-307/
Appartement,2 pièces,52,Vallauris- Saint-Bernard,06220,328 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-vallauris-06220-7485-050174-144/
Appartement,4 pièces,87,Nice- Saint-Roch,06300,367 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-nice-06300-1084-050129-376/
Maison,4 pièces,94,Carnoules,83660,245 000,provence-alpes-cote-d-azur,3,,No,No,0,182,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-carnoules-83660-35739-045974-968/
Maison,5 pièces,173,La Valette-du-Var- Libération,83160,495 000,provence-alpes-cote-d-azur,4,,No,No,0,690,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-la-valette-du-var-83160-35915-045974-569/
Maison,6 pièces,128,Bollène- Centre-ville,84500,249 000,provence-alpes-cote-d-azur,5,1,No,No,0,941,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-bollene-84500-815-112034-989/
Appartement,2 pièces,49,Le Cannet- Rocheville,06110,229 000,provence-alpes-cote-d-azur,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-le-cannet-06110-7565-050174-876/
Maison,6 pièces,188,Digne-les-Bains- Arches - Epinettes - Saint-Véran,04000,242 000,provence-alpes-cote-d-azur,5,,No,No,0,470,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-digne-les-bains-04000-18517-018962-450/
Maison,4 pièces,101,Le Pontet- Réal Panier,84130,296 500,provence-alpes-cote-d-azur,3,,No,No,0,474,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-le-pontet-84130-1740-018055-903/
Appartement,4 pièces,98,Avignon- Les Sources,84000,150 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-avignon-84000-1826-018095-934/
Appartement,3 pièces,74,Manosque- Manosque Ouest,04100,150 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-manosque-04100-14127-018009-366/
Appartement,3 pièces,55,Manosque- Collines du Sud,04100,129 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-manosque-04100-14024-018958-803/
Maison,4 pièces,79,Grasse- Saint-François,06130,319 000,provence-alpes-cote-d-azur,3,,No,No,0,757,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-grasse-06130-1323-050184-117/
Maison,3 pièces,50,Vachères,04110,105 500,provence-alpes-cote-d-azur,2,,No,No,0,168,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-vacheres-04110-14107-018958-985/
Appartement,3 pièces,56,Manosque- Collines du Sud,04100,49 100,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-manosque-04100-13986-018958-986/
Maison,5 pièces,115,Corbières,04220,349 000,provence-alpes-cote-d-azur,4,1,No,No,0,900,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-corbieres-04220-14093-018958-415/
Maison,8 pièces,214,Roquefort-la-Bédoule,13830,710 500,provence-alpes-cote-d-azur,7,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t8-roquefort-la-bedoule-13830-366-045064-634/
Appartement,3 pièces,62,Marseille 10- La Capelette,13010,260 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-marseille-10-13010-2563-018090-781/
Appartement,2 pièces,51,Fréjus- Saint-Aygulf,83370,350 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-frejus-83370-a61eeb5d-066c-4c4a-ab6c-f4dc8b55c5c3/
Maison,4 pièces,88,Saint-Raphaël- Valescure - Vaulongue,83700,379 000,provence-alpes-cote-d-azur,3,1,No,No,0,373,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-raphael-83700-4251-050155-311/
Appartement,2 pièces,91,Antibes- Juan-les-Pins,06160,590 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-antibes-06160-917-050180-989/
Maison,3 pièces,99,Tarascon- Kilmaine - Cité du Cheval - Marly - Radoubs,13150,189 000,provence-alpes-cote-d-azur,2,,No,No,0,600,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-tarascon-13150-251-041093-756/
Maison,3 pièces,63,Tarascon- Kilmaine - Cité du Cheval - Marly - Radoubs,13150,109 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-tarascon-13150-250-041093-929/
Maison,7 pièces,353,Les Mées,04190,375 000,provence-alpes-cote-d-azur,5,3,No,No,0,1727,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-les-mees-04190-6641-018023-323/
Maison,3 pièces,53,Banon,04150,148 000,provence-alpes-cote-d-azur,1,,No,No,0,7,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-banon-04150-6650-018023-800/
Maison,4 pièces,92,Saint-Raphaël- Plateau Notre-Dame,83700,630 000,provence-alpes-cote-d-azur,3,1,No,No,0,545,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-raphael-83700-4227-050155-046/
Maison,5 pièces,110,Roubion,06420,425 000,provence-alpes-cote-d-azur,4,1,No,No,0,200,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-roubion-06420-460-120024-516/
Maison,7 pièces,211,Nice- Saint-Antoine,06200,1 295 000,provence-alpes-cote-d-azur,5,2,No,No,0,1700,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-nice-06200-578-050194-914/
Appartement,2 pièces,48,Nice- Lanterne,06200,420 000,provence-alpes-cote-d-azur,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06200-610-050194-983/
Appartement,3 pièces,88,Nice- Mont-Boron,06300,699 000,provence-alpes-cote-d-azur,2,2,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06300-613-050194-522/
Appartement,4 pièces,100,Nice- Thiers - Musicien,06000,690 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-nice-06000-6423-050116-999/
Appartement,3 pièces,70,Nice- Garibaldi,06300,395 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06300-6422-050116-991/
Maison,4 pièces,109,Avignon- Les Sources,84000,165 000,provence-alpes-cote-d-azur,3,1,No,No,0,88,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-avignon-84000-4290-018085-322/
Appartement,3 pièces,60,Mandelieu-la-Napoule- Minelle,06210,299 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-mandelieu-la-napoule-06210-7990-050956-692/
Appartement,5 pièces,96,La Valette-du-Var- La Coupiane - Val Sud,83160,169 000,provence-alpes-cote-d-azur,4,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t5-la-valette-du-var-83160-370-045066-304/
Maison,8 pièces,170,Bauduen,83630,130 000,provence-alpes-cote-d-azur,7,,No,No,0,99,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t8-bauduen-83630-243-018106-360/
Appartement,3 pièces,90,Sanary-sur-Mer- Centre-ville - Port,83110,598 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-sanary-sur-mer-83110-36010-045974-755/
Maison,7 pièces,197,Saint-Cannat,13760,840 000,provence-alpes-cote-d-azur,5,4,No,No,0,4128,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-saint-cannat-13760-566-018112-605/
Appartement,4 pièces,94,Marseille 8- Prado - Saint-Giniez,13008,580 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-marseille-8-13008-17690-018946-744/
Appartement,4 pièces,82,La Seyne-sur-Mer- Est,83500,250 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-la-seyne-sur-mer-83500-35815-045944-731/
Appartement,3 pièces,64,Marseille 8- Vieille Chapelle,13008,376 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-marseille-8-13008-17712-018071-429/
Appartement,3 pièces,80,Nice- Bas-Cimiez,06000,550 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06000-1123-050129-835/
Maison,7 pièces,200,Marseille 11- La Pomme,13011,620 000,provence-alpes-cote-d-azur,6,,No,No,0,469,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-marseille-11-13011-3733-018975-206/
Appartement,4 pièces,99,Marseille 8- Pointe Rouge,13008,445 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-marseille-8-13008-17693-018071-313/
Maison,3 pièces,59,Saint-Michel-l'Observatoire,04870,95 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-saint-michel-l-observatoire-04870-6700-018023-809/
Maison,3 pièces,104,Valensole,04210,192 000,provence-alpes-cote-d-azur,2,1,No,No,0,10,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-valensole-04210-6678-018023-721/
Maison,3 pièces,81,Manosque- Mont d'Or,04100,250 000,provence-alpes-cote-d-azur,2,,No,No,0,400,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-manosque-04100-6688-018023-511/
Maison,4 pièces,162,Ongles,04230,320 000,provence-alpes-cote-d-azur,3,,No,No,0,962,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-ongles-04230-6629-018023-143/
Maison,8 pièces,287,Valensole,04210,789 000,provence-alpes-cote-d-azur,5,1,No,No,0,16298,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t8-valensole-04210-6626-018023-397/
Maison,6 pièces,318,Mane,04300,749 500,provence-alpes-cote-d-azur,5,1,No,No,0,2982,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-mane-04300-6610-018023-468/
Appartement,3 pièces,55,Le Beausset,83330,244 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-le-beausset-83330-13236-045914-018/
Appartement,2 pièces,83,Nice- Bas-Cimiez,06000,474 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06000-1297-050193-174/
Maison,3 pièces,75,Avignon- Les Sources,84000,160 000,provence-alpes-cote-d-azur,2,,No,No,0,132,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-avignon-84000-1829-018977-797/
Appartement,3 pièces,73,Marseille 9- Mazargues,13009,259 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-marseille-9-13009-565-018112-210/
Appartement,2 pièces,46,Fréjus- Fréjus Plage,83600,285 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-frejus-83600-7550-050096-130/
Maison,4 pièces,91,Cagnes-sur-Mer- Les Bréguières,06800,739 000,provence-alpes-cote-d-azur,3,,No,No,0,500,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-cagnes-sur-mer-06800-6156-050199-717/
Appartement,3 pièces,70,Le Cannet- Mairie - Centre-ville,06110,339 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-le-cannet-06110-7410-050968-005/
Appartement,3 pièces,70,Le Cannet- Moulières - Notre-Dame des Anges,06110,295 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-le-cannet-06110-7477-050968-058/
Maison,7 pièces,210,Le Cannet- Moulières - Notre-Dame des Anges,06110,995 000,provence-alpes-cote-d-azur,6,1,No,No,0,1500,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-le-cannet-06110-7502-050968-784/
Appartement,2 pièces,46,Grimaud,83310,285 000,provence-alpes-cote-d-azur,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-grimaud-83310-09e000d1-fe33-481b-bd6e-cb74b06a62e6/
Maison,3 pièces,64,Le Pontet- Centre-ville - Lac,84130,97 000,provence-alpes-cote-d-azur,2,1,No,No,0,118,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-le-pontet-84130-1741-018055-859/
Maison,5 pièces,99,La Roquette-sur-Siagne,06550,499 000,provence-alpes-cote-d-azur,4,,No,No,0,78,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-la-roquette-sur-siagne-06550-7833-050972-218/
Maison,7 pièces,186,Mandelieu-la-Napoule- Capitou,06210,1 180 000,provence-alpes-cote-d-azur,4,1,No,No,0,1600,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-mandelieu-la-napoule-06210-7988-050956-673/
Appartement,3 pièces,75,Avignon- Raspail - Vernet,84000,280 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-avignon-84000-4310-018085-757/
Maison,3 pièces,117,Lambesc,13410,266 000,provence-alpes-cote-d-azur,2,1,No,No,0,59,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-lambesc-13410-5996-018076-875/
Maison,6 pièces,115,Avignon- Palais des Papes - Zone Piétonne,84000,250 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-avignon-84000-1800-018095-706/
Maison,4 pièces,125,L'Isle-sur-la-Sorgue- Saint-Antoine,84800,645 000,provence-alpes-cote-d-azur,3,,No,No,0,544,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-l-isle-sur-la-sorgue-84800-6164-018967-085/
Appartement,2 pièces,43,La Croix-Valmer,83420,340 426,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-la-croix-valmer-83420-fe1180db-bf69-46e6-a0dc-3215786ad0fc/
Maison,4 pièces,118,Auribeau-sur-Siagne,06810,636 000,provence-alpes-cote-d-azur,3,1,No,No,0,2800,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-auribeau-sur-siagne-06810-1581-050123-996/
Appartement,4 pièces,87,Cagnes-sur-Mer- Centre-ville,06800,362 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-cagnes-sur-mer-06800-1492-050177-911/
Appartement,3 pièces,80,Carros,06510,389 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-carros-06510-1440-050177-792/
Appartement,3 pièces,62,Saint-Laurent-du-Var- Centre-ville - Rascas - Notre-Dame - Condamines,06700,315 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-laurent-du-var-06700-1486-050177-444/
Maison,5 pièces,190,Biot,06410,1 520 000,provence-alpes-cote-d-azur,4,1,No,No,0,2189,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-biot-06410-1750-050126-689/
Maison,5 pièces,190,Biot,06410,1 390 000,provence-alpes-cote-d-azur,4,1,No,No,0,1367,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-biot-06410-1750-050126-465/
Maison,5 pièces,190,Biot,06410,1 370 000,provence-alpes-cote-d-azur,,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-biot-06410-1750-050126-273/
Maison,5 pièces,190,Biot,06410,1 340 000,provence-alpes-cote-d-azur,4,1,No,No,0,1260,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-biot-06410-1750-050126-922/
Maison,7 pièces,300,Biot,06410,1 275 000,provence-alpes-cote-d-azur,6,2,No,No,0,1760,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-biot-06410-1770-050126-652/
Appartement,3 pièces,60,Saint-Martin-de-Crau,13310,243 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-martin-de-crau-13310-6170-018954-177/
Appartement,3 pièces,59,Sanary-sur-Mer- Portissol - La Gorguette,83110,430 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-sanary-sur-mer-83110-13244-045927-269/
Maison,3 pièces,71,L'Isle-sur-la-Sorgue- Route du Thor - Route de Gaumont,84800,230 000,provence-alpes-cote-d-azur,2,,No,No,0,238,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-l-isle-sur-la-sorgue-84800-6085-018967-479/
