Type,Rooms,Size,Location,Zip code,Price,Region,Bedrooms,Bathrooms,Equipped kitchen,Terrace/Balcony,Parking space,Ground,Garage,Pool,Cellar,Construction date,Construction materials,Website
Appartement,3 pièces,77,Nice- Pasteur,06000,200 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06000-657c693f-086b-41a9-83c2-b7cb549be801/
Appartement,3 pièces,55,Toulon- Valbertrand,83200,153 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-toulon-83200-5278-045050-807/
Appartement,3 pièces,83,Bollène- Périphérie,84500,199 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-bollene-84500-860-112034-315/
Appartement,5 pièces,133,Nice- Fabron,06200,699 000,provence-alpes-cote-d-azur,4,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t5-nice-06200-607-050194-130/
Appartement,4 pièces,117,Bandol,83150,650 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-bandol-83150-1494-045065-884/
Appartement,3 pièces,68,Manosque- Manosque Ouest,04100,250 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-manosque-04100-3371-018053-864/
Appartement,2 pièces,58,Nice- Thiers - Musicien,06000,265 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06000-1328-050193-363/
Appartement,5 pièces,133,Nice- Fabron,06200,730 000,provence-alpes-cote-d-azur,4,2,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t5-nice-06200-607-050194-049/
Maison,4 pièces,103,Fréjus- Fréjus Plage,83600,610 000,provence-alpes-cote-d-azur,3,1,No,No,0,860,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-frejus-83600-7506-050096-605/
Appartement,3 pièces,58,Manosque- Mont d'Or,04100,149 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-manosque-04100-3369-018053-979/
Appartement,4 pièces,68,Marseille 13- Malpasse,13013,136 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-marseille-13-13013-1944-018073-707/
Maison,6 pièces,157,Forcalquier,04300,340 000,provence-alpes-cote-d-azur,4,3,No,No,0,30,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-forcalquier-04300-6695-018023-777/
Maison,3 pièces,60,Régusse,83630,75 000,provence-alpes-cote-d-azur,2,1,No,No,0,48,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-regusse-83630-303-018106-017/
Maison,3 pièces,60,Mandelieu-la-Napoule- Minelle,06210,299 000,provence-alpes-cote-d-azur,2,1,No,No,0,50,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-mandelieu-la-napoule-06210-7990-050956-081/
Appartement,1 pièce,52,La Garde- Ginouse - Saint-Musse - Thouars,83130,195 000,provence-alpes-cote-d-azur,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t1-la-garde-83130-4167-045971-581/
Maison,2 pièces,68,Carnoules,83660,230 000,provence-alpes-cote-d-azur,1,1,No,No,0,2546,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t2-carnoules-83660-4177-045971-835/
Appartement,3 pièces,57,Marseille 9- Sainte-Marguerite,13009,135 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-marseille-9-13009-564-018112-127/
Appartement,3 pièces,57,Nice- Gorbella - Poètes,06100,189 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06100-596-050206-745/
Appartement,3 pièces,58,Fréjus- Fréjus Plage,83600,430 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-frejus-83600-7497-050096-663/
Appartement,4 pièces,83,Bollène- Périphérie,84500,209 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-bollene-84500-818-112034-617/
Maison,3 pièces,78,Tourrettes,83440,249 000,provence-alpes-cote-d-azur,2,,No,No,0,32,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-tourrettes-83440-7960-050965-735/
Maison,4 pièces,123,Lorgues,83510,529 000,provence-alpes-cote-d-azur,3,,No,No,0,1312,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-lorgues-83510-4090-050155-228/
Appartement,4 pièces,84,Marseille 8- Bonneveine,13008,595 000,provence-alpes-cote-d-azur,3,2,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-marseille-8-13008-17703-018071-933/
Appartement,2 pièces,48,Flayosc,83780,119 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-flayosc-83780-4099-045971-743/
Appartement,4 pièces,63,Marseille 9- Sainte-Marguerite,13009,173 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-marseille-9-13009-563-018112-344/
Appartement,3 pièces,82,Saint-Sauveur-sur-Tinée,06420,110 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-sauveur-sur-tinee-06420-1476-050177-301/
Appartement,3 pièces,82,La Seyne-sur-Mer- Est,83500,235 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-la-seyne-sur-mer-83500-23581c15-e863-4001-927a-b60757c14268/
Appartement,2 pièces,45,Nice- Saint-Sylvestre,06100,195 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06100-795-050211-720/
Appartement,3 pièces,74,Villeneuve-Loubet- Village - Les Ferrayonnes,06270,349 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-villeneuve-loubet-06270-5296-050148-190/
Appartement,2 pièces,45,Nice- Saint-Sylvestre,06100,225 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06100-794-050211-804/
Maison,5 pièces,460,Château-Arnoux-Saint-Auban,04160,495 000,provence-alpes-cote-d-azur,4,1,No,No,0,3747,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-chateau-arnoux-saint-auban-04160-1112-018059-958/
Maison,5 pièces,155,Sanary-sur-Mer- Motier - La Milhière,83110,747 000,provence-alpes-cote-d-azur,4,2,No,No,0,601,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-sanary-sur-mer-83110-36062-045921-932/
Maison,3 pièces,127,Marignane- Saint-Louis - Saint-Georges,13700,495 000,provence-alpes-cote-d-azur,3,,No,No,0,1271,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-marignane-13700-795-018094-364/
Maison,4 pièces,91,Toulon- Rodeilhac,83200,370 000,provence-alpes-cote-d-azur,3,,No,No,0,340,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-toulon-83200-34732-045974-917/
Appartement,3 pièces,62,Cagnes-sur-Mer- Centre-ville,06800,335 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-cagnes-sur-mer-06800-6732-050072-695/
Maison,6 pièces,95,La Seyne-sur-Mer- Ouest,83500,310 000,provence-alpes-cote-d-azur,4,,No,No,0,304,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-la-seyne-sur-mer-83500-1768-045001-074/
Appartement,3 pièces,64,Marseille 13- Saint-Jérome,13013,258 900,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-marseille-13-13013-785-018094-856/
Appartement,2 pièces,64,Nice- Bas-Cimiez,06000,289 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06000-235-050182-587/
Appartement,5 pièces,129,Hyères- Centre-ville,83400,266 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t5-hyeres-83400-1051-045059-066/
Maison,4 pièces,105,La Tour-d'Aigues,84240,609 000,provence-alpes-cote-d-azur,3,1,No,No,0,20000,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-la-tour-d-aigues-84240-2997-018016-989/
Maison,4 pièces,88,Le Tignet,06530,475 000,provence-alpes-cote-d-azur,3,1,No,No,0,1123,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-le-tignet-06530-6b91be81-5596-4ec8-956c-39f75c7270f3/
Appartement,3 pièces,49,Callian,83440,169 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-callian-83440-7874-050965-787/
Appartement,3 pièces,108,Cannes- Pointe Croisette,06400,795 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-cannes-06400-276-050223-379/
Appartement,4 pièces,110,Nice- Médecin,06000,690 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-nice-06000-333-050220-925/
Maison,7 pièces,202,Séguret,84110,550 000,provence-alpes-cote-d-azur,5,1,No,No,0,2192,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-seguret-84110-2968-018031-454/
Appartement,3 pièces,70,Nice- Bas-Cimiez,06000,355 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06000-246-050220-591/
Appartement,3 pièces,76,Nice- Promenade des Anglais - Rue de France,06000,650 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06000-332-050220-321/
Appartement,3 pièces,64,Nice- Gorbella - Poètes,06100,345 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06100-292-050220-514/
Appartement,2 pièces,55,Nice- Chambrun,06100,195 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06100-268-050220-985/
Appartement,3 pièces,57,Digne-les-Bains- Centre-ville - Bourg,04000,95 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-digne-les-bains-04000-1158-018059-856/
Appartement,4 pièces,103,Roquebillière,06450,180 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-roquebilliere-06450-2480-050157-756/
Appartement,2 pièces,44,Villeneuve-Loubet- La Bastide Longue,06270,209 900,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-villeneuve-loubet-06270-5250-050148-322/
Appartement,3 pièces,71,Villeneuve-Loubet- La Bastide Longue,06270,329 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-villeneuve-loubet-06270-5268-050148-104/
Appartement,3 pièces,91,Marseille 9- Beauvallon - Morgiou,13009,300 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-marseille-9-13009-439-018112-760/
Maison,3 pièces,54,Artignosc-sur-Verdon,83630,85 000,provence-alpes-cote-d-azur,2,,No,No,0,25,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-artignosc-sur-verdon-83630-305-018106-073/
Appartement,3 pièces,64,Nice- Saint-Sylvestre,06100,210 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06100-1040-050129-914/
Appartement,2 pièces,41,Nice- Corniche Fleurie,06200,279 990,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06200-336-050220-210/
Appartement,3 pièces,63,Marseille 10- La Capelette,13010,243 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-marseille-10-13010-2570-018090-094/
Maison,4 pièces,85,Violès,84150,87 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-violes-84150-67-018115-065/
Maison,4 pièces,78,Vedène,84270,90 000,provence-alpes-cote-d-azur,3,,No,No,0,288,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-vedene-84270-110-018105-628/
Maison,1 pièce,40,Nice- Bellet,06200,430 000,provence-alpes-cote-d-azur,,,No,No,0,4478,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t1-nice-06200-71ba38be-a44a-4984-bcdc-b5d7924a1957/
Appartement,2 pièces,51,Nice- Fabron,06200,230 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06200-78-050222-165/
Appartement,3 pièces,73,Cannes- Petit Juas,06400,625 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-cannes-06400-3741-050158-044/
Appartement,3 pièces,79,Nice- Madeleine,06000,256 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06000-719-050211-736/
Appartement,3 pièces,77,Cagnes-sur-Mer- Hippodrome,06800,295 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-cagnes-sur-mer-06800-799-050211-626/
Appartement,2 pièces,60,Nice- Médecin,06000,320 000,provence-alpes-cote-d-azur,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-nice-06000-725-050211-325/
Appartement,3 pièces,78,Nice- Fabron,06200,460 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06200-735-050211-413/
Maison,5 pièces,137,Lambesc,13410,266 000,provence-alpes-cote-d-azur,3,2,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-lambesc-13410-5971-018076-088/
Maison,5 pièces,140,Malijai,04350,304 000,provence-alpes-cote-d-azur,4,,No,No,0,604,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-malijai-04350-1372-018048-952/
Maison,9 pièces,276,Vacqueyras,84190,420 000,provence-alpes-cote-d-azur,7,,No,No,0,2149,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t9-vacqueyras-84190-75-018115-338/
Appartement,2 pièces,47,Antibes- Juan-les-Pins,06160,254 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-antibes-06160-5648-050039-200/
Maison,5 pièces,160,Lambesc,13410,700 000,provence-alpes-cote-d-azur,4,1,No,No,0,3590,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-lambesc-13410-5961-018076-816/
Appartement,2 pièces,62,Mandelieu-la-Napoule- Grand Duc,06210,448 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-mandelieu-la-napoule-06210-7792-050962-222/
Maison,4 pièces,138,Bollène- Centre-ville,84500,85 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-bollene-84500-719-112034-459/
Maison,3 pièces,70,Avignon- Montfavet,84140,185 000,provence-alpes-cote-d-azur,2,1,No,No,0,70,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-avignon-84140-124-018105-841/
Maison,7 pièces,550,Mandelieu-la-Napoule- Minelle,06210,3 800 000,provence-alpes-cote-d-azur,6,2,No,No,0,1912,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-mandelieu-la-napoule-06210-7824-050956-855/
Maison,4 pièces,100,Aix-en-Provence- Luynes,13080,489 000,provence-alpes-cote-d-azur,3,1,No,No,0,190,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-aix-en-provence-13080-4557-018944-757/
Appartement,3 pièces,66,Avignon- Rocade Sud,84000,190 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-avignon-84000-6091-018972-096/
Maison,6 pièces,231,Avignon- Montfavet,84140,597 000,provence-alpes-cote-d-azur,5,1,No,No,0,3012,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-avignon-84140-6166-018972-204/
Appartement,4 pièces,94,Saint-Raphaël- Centre-ville,83700,560 000,provence-alpes-cote-d-azur,3,2,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-saint-raphael-83700-4245-050155-188/
Maison,3 pièces,100,Seillans,83440,399 000,provence-alpes-cote-d-azur,2,1,No,No,0,2505,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-seillans-83440-7896-050965-734/
Maison,5 pièces,110,Saint-Martin-de-Crau,13310,310 000,provence-alpes-cote-d-azur,4,1,No,No,0,520,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-saint-martin-de-crau-13310-5727-018954-728/
Appartement,3 pièces,55,La Valette-du-Var- La Coupiane - Val Sud,83160,242 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-la-valette-du-var-83160-1119-045059-518/
Maison,7 pièces,103,Crots,05200,398 000,provence-alpes-cote-d-azur,4,,No,No,0,1076,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-crots-05200-111-018113-001/
Appartement,2 pièces,47,Embrun,05200,145 000,provence-alpes-cote-d-azur,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-embrun-05200-116-018113-098/
Appartement,2 pièces,55,Marseille 10- La Capelette,13010,125 000,provence-alpes-cote-d-azur,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-marseille-10-13010-3953-018099-615/
Maison,4 pièces,146,La Colle-sur-Loup,06480,370 000,provence-alpes-cote-d-azur,4,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-la-colle-sur-loup-06480-5236-050148-129/
Appartement,4 pièces,67,Villeneuve-Loubet- Village - Les Ferrayonnes,06270,256 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-villeneuve-loubet-06270-5286-050148-142/
Appartement,3 pièces,90,Nice- Fabron,06200,536 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06200-5325-050148-229/
Appartement,3 pièces,57,La Cadière-d'Azur,83740,300 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-la-cadiere-d-azur-83740-8a3ec680-1be6-4f59-888a-5b818e40e317/
Maison,7 pièces,169,Forcalquier,04300,498 000,provence-alpes-cote-d-azur,5,1,No,No,0,938,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-forcalquier-04300-6674-018023-482/
Appartement,3 pièces,64,Le Cannet- Pinède- Mont-Joli,06110,259 700,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-le-cannet-06110-aaacd29f-dc98-4388-a5d0-79e39f863503/
Appartement,4 pièces,87,Aix-en-Provence- Pigonnet,13090,444 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-aix-en-provence-13090-1051-018080-052/
Appartement,3 pièces,56,Roquebrune-sur-Argens- Village,83520,239 500,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-roquebrune-sur-argens-83520-680-050215-867/
Appartement,2 pièces,57,Marseille 10- La Capelette,13010,157 000,provence-alpes-cote-d-azur,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-marseille-10-13010-2549-018090-903/
Appartement,3 pièces,81,Nice- Thiers - Musicien,06000,735 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06000-91-050222-793/
Appartement,2 pièces,50,Cannes- Prado - République,06400,197 000,provence-alpes-cote-d-azur,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-cannes-06400-907-050207-932/
Maison,4 pièces,182,Vallauris- Pertuades,06220,1 890 000,provence-alpes-cote-d-azur,3,2,No,No,0,1543,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-vallauris-06220-943-050180-147/
Appartement,4 pièces,79,Marseille 13- Les Olives,13013,190 000,provence-alpes-cote-d-azur,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-marseille-13-13013-4035-018975-989/
Appartement,3 pièces,55,Marseille 3- La Vilette,13003,70 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-marseille-3-13003-4050-018975-096/
Appartement,2 pièces,53,Antibes- Juan-les-Pins,06160,265 000,provence-alpes-cote-d-azur,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-antibes-06160-5644-050039-419/
Maison,5 pièces,105,Morières-lès-Avignon,84310,299 500,provence-alpes-cote-d-azur,3,,No,No,0,535,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-morieres-les-avignon-84310-474-018108-311/
Appartement,3 pièces,68,Marseille 8- Sainte-Anne,13008,318 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-marseille-8-13008-17694-018071-426/
Appartement,3 pièces,56,Marseille 9- Sainte-Marguerite,13009,150 000,provence-alpes-cote-d-azur,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-marseille-9-13009-539-018112-697/
Appartement,4 pièces,62,Nice- Centre-ville,06000,470 000,provence-alpes-cote-d-azur,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-nice-06000-588-050206-584/
Appartement,3 pièces,98,Nice- Centre-ville,06000,550 000,provence-alpes-cote-d-azur,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nice-06000-95-050222-947/
